iter	Passed	Remaining
243	494193	5581955
244	496117	5578793
245	498008	5575264
246	500032	5573236
247	502089	5571573
248	504302	5571634
249	506325	5569578
250	508416	5568272
251	510661	5568642
252	512698	5566727
253	514735	5564813
254	516775	5562931
255	518843	5561352
256	521090	5561678
257	523475	5563453
258	525653	5562993
259	527459	5558615
260	529331	5554940
261	531330	5552605
262	533297	5549948
263	535428	5548991
264	537269	5545027
265	539382	5543873
266	541241	5540121
267	543484	5540298
268	545637	5539544
269	547806	5538933
270	549902	5537579
271	551991	5536151
272	554187	5535782
273	556129	5532877
274	558304	5532289
275	560626	5533143
276	562786	5532369
277	564908	5531226
278	566861	5528418
279	568887	5526335
280	570948	5524583
281	573082	5523541
282	575148	5521830
283	577271	5520671
284	579131	5516992
285	581294	5516197
286	583512	5515924
287	585864	5516893
288	587931	5515160
289	589803	5511615
290	591934	5510478
291	594143	5510068
292	596265	5508840
293	598455	5508237
294	600468	5505995
295	602587	5504717
296	604583	5502321
297	606744	5501418
298	608639	5498111
299	610688	5496194
300	612833	5495138
301	614918	5493546
302	616974	5491681
303	618945	5489073
304	620865	5486004
305	622868	5483685
306	624876	5481407
307	626884	5479130
308	628852	5476509
309	631055	5475934
310	633119	5474142
311	635076	5471426
312	637030	5468691
313	639081	5466794
314	641217	5465616
315	643146	5462673
316	645340	5461986
317	647369	5459887
318	649249	5456542
319	651263	5454329
320	653370	5452898
321	655481	5451487
322	657413	5448597
323	659598	5447795
324	661659	5445962
325	663660	5443648
326	665803	5442484
327	667936	5441236
328	670179	5440878
329	672404	5440366
330	674594	5439555
331	676617	5437395
332	678681	5435562
333	680960	5435450
334	682944	5432975
335	685127	5432083
336	687227	5430521
337	689246	5428324
338	691129	5425064
339	693415	5424955
340	695549	5423657
341	697686	5422371
342	699987	5422355
343	701960	5419787
344	704046	5418096
345	706063	5415876
346	708205	5414607
347	710299	5412974
348	712361	5411093
349	714534	5410046
350	716606	5408231
351	718371	5404113
352	720272	5401023
353	722462	5400103
354	724458	5397725
355	726927	5398866
356	729427	5400216
357	731589	5399045
358	734304	5401943
359	736986	5404565
360	739364	5404936
361	741832	5405950
362	744346	5407274
363	746653	5407083
364	748976	5406997
365	751307	5406952
366	753806	5408096
367	756283	5409072
368	758817	5410429
369	760945	5408882
370	762814	5405495
371	764883	5403534
372	766842	5400788
373	769032	5399675
374	771261	5398831
375	773383	5397231
376	775446	5395213
377	777504	5393165
378	779801	5392769
379	782189	5392987
380	784157	5390311
381	786560	5390615
382	789024	5391324
383	792062	5395924
384	794871	5398935
385	797158	5398375
386	799065	5395239
387	801203	5393668
388	803105	5390510
389	805192	5388592
390	807140	5385756
391	809024	5382491
392	811021	5379983
393	813219	5378807
394	815065	5375304
395	817163	5373471
396	819478	5373051
397	821438	5370308
398	823516	5368339
399	825550	5366077
400	827585	5363825
401	829764	5362507
402	831923	5361054
403	834088	5359640
404	836234	5358094
405	838333	5356250
406	840538	5355076
407	842788	5354184
408	844780	5351651
409	846915	5350025
410	849149	5349023
411	851237	5347092
412	853223	5344524
413	855240	5342151
414	857480	5341174
415	859745	5340340
416	861650	5337274
417	863747	5335400
418	865826	5333406
419	867846	5331058
420	869953	5329242
421	872041	5327303
422	874158	5325549
423	875997	5322097
424	878086	5320174
425	879961	5316947
426	881952	5314435
427	884124	5313010
428	886492	5312757
429	888696	5311512
430	890564	5308258
431	892940	5308037
432	896053	5312170
433	899873	5320451
434	903050	5324884
435	905784	5326678
436	908591	5328875
437	911378	5330938
438	913813	5330922
439	916204	5330644
440	918590	5330323
441	920844	5329232
442	923194	5328686
443	925514	5327960
444	927818	5327137
445	929957	5325363
446	931971	5322870
447	934136	5321243
448	936077	5318336
449	938494	5318137
450	940737	5316942
451	942958	5315617
452	945017	5313378
453	947285	5312312
454	949473	5310790
455	951604	5308951
456	953745	5307166
457	955748	5304610
458	958083	5303900
459	960273	5302382
460	962554	5301356
461	964683	5299492
462	967000	5298663
463	969208	5297228
464	970863	5292772
465	972863	5290207
466	974948	5288102
467	977273	5287301
468	979446	5285672
469	981632	5284109
470	983788	5282379
471	986014	5281029
472	988121	5279032
473	990195	5276863
474	992761	5277309
475	994963	5275815
476	997230	5274657
477	999276	5272333
478	1001024	5268437
479	1003121	5266390
480	1005241	5264454
481	1007671	5264141
482	1010036	5263481
483	1012153	5261523
484	1014120	5258788
485	1016188	5256579
486	1018148	5253811
487	1020159	5251314
488	1022051	5248204
489	1024178	5246303
490	1026465	5245217
491	1028651	5243612
492	1030761	5241618
493	1032962	5240089
494	1035102	5238244
495	1036899	5234669
496	1039048	5232875
497	1040930	5229736
498	1042986	5227474
499	1045148	5225743
500	1047288	5223900
501	1049596	5222892
502	1051416	5219454
503	1053435	5217016
504	1055604	5215315
505	1057781	5213652
506	1060044	5212409
507	1062241	5210839
508	1064432	5209238
509	1066424	5206660
510	1068551	5204745
511	1070844	5203636
512	1072882	5201282
513	1075256	5200558
514	1077363	5198539
515	1079569	5196999
516	1081676	5194976
517	1083765	5192869
518	1085512	5189128
519	1087635	5187184
520	1089602	5184500
521	1091598	5181955
522	1093495	5178943
523	1095506	5176477
524	1097873	5175689
525	1100278	5175076
526	1102441	5173315
527	1104751	5172244
528	1106676	5169371
529	1108636	5166662
530	1110629	5164111
531	1112647	5161679
532	1114469	5158344
533	1116773	5157235
534	1119169	5156548
535	1121297	5154621
536	1123471	5152903
537	1125603	5150996
538	1128084	5150679
539	1130219	5148779
540	1132239	5146350
541	1134474	5144904
542	1136766	5143712
543	1139276	5143497
544	1141599	5142435
545	1143761	5140641
546	1145730	5137983
547	1148000	5136675
548	1150156	5134851
549	1152322	5133074
550	1155120	5134102
551	1157127	5131610
552	1158819	5127722
553	1160864	5125404
554	1162888	5122996
555	1164876	5120428
556	1166877	5117918
557	1169023	5116048
558	1171314	5114810
559	1173613	5113602
560	1175853	5112132
561	1177889	5109777
562	1180002	5107752
563	1182317	5106606
564	1184306	5104044
565	1186474	5102257
566	1188350	5099218
567	1190350	5096711
568	1192313	5094050
569	1194060	5090469
570	1196186	5088507
571	1198351	5086709
572	1200622	5085359
573	1202815	5083675
574	1205195	5082778
575	1207202	5080308
576	1209549	5079267
577	1211779	5077735
578	1214028	5076275
579	1216314	5074966
580	1218391	5072787
581	1220755	5071799
582	1223077	5070632
583	1225140	5068388
584	1227395	5066941
585	1229393	5064431
586	1231706	5063214
587	1234024	5062018
588	1236192	5060202
589	1238390	5058511
590	1240504	5056474
591	1242849	5055374
592	1244879	5052994
593	1247071	5051270
594	1249250	5049493
595	1251738	5048959
596	1253762	5046553
597	1256003	5045017
598	1258131	5043027
599	1260393	5041572
600	1262648	5040088
601	1264701	5037796
602	1266439	5034255
603	1268530	5032119
604	1270483	5029433
605	1272917	5028655
606	1274785	5025637
607	1277151	5024584
608	1279342	5022837
609	1281345	5020352
610	1283279	5017600
611	1285174	5014699
612	1287259	5012541
613	1289219	5009899
614	1291564	5008749
615	1293845	5007351
616	1295890	5005036
617	1298272	5004020
618	1300657	5003012
619	1302831	5001192
620	1305099	4999727
621	1307547	4998952
622	1309699	4997041
623	1311784	4994870
624	1313778	4992358
625	1315801	4989957
626	1318087	4988550
627	1320347	4987044
628	1322631	4985625
629	1325016	4984586
630	1327379	4983458
631	1329582	4981727
632	1331865	4980291
633	1333937	4978071
634	1336035	4975944
635	1338238	4974206
636	1340088	4971159
637	1342203	4969099
638	1344148	4966409
639	1346223	4964200
640	1348142	4961415
641	1350156	4958986
642	1352475	4957673
643	1354999	4957110
644	1357056	4954834
645	1359117	4952573
646	1361283	4950695
647	1363491	4948967
648	1365830	4947714
649	1367921	4945563
650	1369858	4942852
651	1372171	4941499
652	1374295	4939464
653	1376460	4937579
654	1378389	4934844
655	1380902	4934201
656	1383166	4932663
657	1385294	4930639
658	1387485	4928837
659	1389826	4927567
660	1391377	4923496
661	1393498	4921450
662	1396029	4920845
663	1398524	4920110
664	1400542	4917693
665	1402916	4916527
666	1405958	4917691
667	1408320	4916470
668	1410770	4915555
669	1413442	4915406
670	1415623	4913542
671	1417877	4911932
672	1420299	4910901
673	1422734	4909910
674	1424720	4907371
675	1427110	4906221
676	1429282	4904318
677	1431320	4901957
678	1433599	4900420
679	1435969	4899191
680	1438677	4899107
681	1441041	4897850
682	1443475	4896826
683	1445651	4894926
684	1448177	4894205
685	1450332	4892228
686	1452431	4890065
687	1454775	4888723
688	1457099	4887309
689	1459835	4887275
690	1463119	4889062
691	1465402	4887497
692	1467848	4886472
693	1470226	4885218
694	1472321	4883021
695	1474709	4881796
696	1477031	4880349
697	1479236	4878514
698	1481310	4876245
699	1483408	4874057
700	1485195	4870846
701	1487283	4868628
702	1489538	4866954
703	1491714	4865022
704	1493513	4861862
705	1495614	4859687
706	1497605	4857155
707	1499748	4855117
708	1502090	4853721
709	1504413	4852263
710	1506133	4848858
711	1508253	4846746
712	1510364	4844605
713	1512484	4842490
714	1514596	4840352
715	1516889	4838793
716	1519060	4836841
717	1521312	4835145
718	1523201	4832298
719	1525436	4830547
720	1527612	4828610
721	1530062	4827539
722	1532381	4826047
723	1534572	4824152
724	1536862	4822569
725	1538867	4820090
726	1541293	4818928
727	1543461	4816957
728	1545975	4816064
729	1548285	4814531
730	1550445	4812532
731	1552981	4811695
732	1554953	4809112
733	1557248	4807526
734	1559637	4806228
735	1562231	4805560
736	1564642	4804323
737	1567071	4803136
738	1569168	4800932
739	1571245	4798667
740	1573457	4796816
741	1575708	4795079
742	1578073	4793690
743	1580522	4792552
744	1582351	4789532
745	1584454	4787346
746	1586447	4784827
747	1588630	4782882
748	1590572	4780211
749	1592912	4778736
750	1595384	4777655
751	1597874	4776623
752	1599695	4773592
753	1601772	4771326
754	1603964	4769405
755	1606296	4767895
756	1608477	4765938
757	1610669	4764012
758	1612607	4761335
759	1614712	4759154
760	1617154	4757962
761	1619652	4756933
762	1621583	4754236
763	1623357	4751082
764	1625421	4748781
765	1627363	4746123
766	1629312	4743487
767	1631491	4741522
768	1633457	4738937
769	1635675	4737087
770	1638074	4735757
771	1639887	4732733
772	1642211	4731185
773	1644575	4729747
774	1646891	4728171
775	1648839	4725539
776	1650618	4722426
777	1652763	4720359
778	1654915	4718315
779	1657422	4717280
780	1659524	4715090
781	1661634	4712921
782	1663741	4710746
783	1665812	4708469
784	1668088	4706771
785	1670279	4704834
786	1672470	4702894
787	1674474	4700429
788	1677359	4700431
789	1679850	4699327
790	1681646	4696280
791	1683763	4694129
792	1686486	4693663
793	1688600	4691502
794	1691117	4690459
795	1693598	4689309
796	1695657	4686993
797	1698043	4685577
798	1700751	4685049
799	1703043	4683368
800	1705505	4682155
801	1707521	4679716
802	1709694	4677705
803	1712551	4677566
804	1714303	4674404
805	1716715	4673044
806	1718969	4671250
807	1721389	4669908
808	1723205	4666926
809	1725680	4665727
810	1727847	4663696
811	1730094	4661879
812	1732171	4659606
813	1734075	4656867
814	1736387	4655224
815	1736688	4648195
816	1739036	4646653
817	1741122	4644412
818	1743428	4642757
819	1745678	4640950
820	1748188	4639833
821	1749817	4636376
822	1751890	4634101
823	1754442	4633092
824	1756919	4631879
825	1759603	4631207
826	1761808	4629274
827	1764709	4629165
828	1767410	4628525
829	1769373	4625953
830	1771530	4623887
831	1773903	4622383
832	1776295	4620927
833	1778372	4618651
834	1780819	4617334
835	1783094	4615569
836	1785367	4613798
837	1787449	4611534
838	1789813	4609995
839	1791902	4607749
840	1794608	4607087
841	1796812	4605131
842	1798916	4602921
843	1801113	4600947
844	1803398	4599198
845	1806102	4598516
846	1808007	4595796
847	1810597	4594819
848	1812786	4592820
849	1815018	4590930
850	1817211	4588940
851	1819665	4587607
852	1821952	4585852
853	1824313	4584282
854	1826297	4581762
855	1828208	4579063
856	1830563	4577477
857	1832988	4576061
858	1835336	4574454
859	1837562	4572539
860	1840052	4571280
861	1842369	4569590
862	1844794	4568164
863	1846771	4565629
864	1848683	4562936
865	1850833	4560829
866	1853028	4558835
867	1855248	4556899
868	1857453	4554928
869	1859788	4553274
870	1862026	4551383
871	1864303	4549583
872	1866922	4548619
873	1869106	4546590
874	1871162	4544252
875	1873285	4542076
876	1875507	4540140
877	1877333	4537245
878	1879410	4534958
879	1881565	4532862
880	1883914	4531231
881	1886072	4529141
882	1887636	4525624
883	1889945	4523897
884	1892130	4521870
885	1894511	4520312
886	1896343	4517445
887	1898444	4515220
888	1901091	4514290
889	1903641	4513127
890	1905688	4510771
891	1908166	4509434
892	1910476	4507697
893	1912772	4505927
894	1914848	4503637
895	1917158	4501899
896	1919368	4499924
897	1921384	4497494
898	1923968	4496394
899	1926529	4495234
900	1929154	4494222
901	1930789	4490904
902	1933069	4489087
903	1935321	4487206
904	1937648	4485495
905	1939481	4482643
906	1941285	4479724
907	1943809	4478469
908	1946383	4477325
909	1948248	4474548
910	1950561	4472802
911	1952772	4470821
912	1955102	4469110
913	1957249	4466982
914	1959409	4464883
915	1961567	4462780
916	1964018	4461341
917	1966213	4459320
918	1968732	4458033
919	1970985	4456140
920	1973605	4455077
921	1975764	4452971
922	1978138	4451346
923	1980762	4450284
924	1983604	4449707
925	1986037	4448209
926	1988427	4446613
927	1990454	4444203
928	1992616	4442096
929	1994360	4439061
930	1996600	4437127
931	1999151	4435886
932	2001736	4434714
933	2003858	4432518
934	2005947	4430246
935	2008386	4428750
936	2010766	4427119
937	2013310	4425848
938	2015795	4424445
939	2018168	4422793
940	2020221	4420442
941	2022519	4418626
942	2024835	4416847
943	2027161	4415090
944	2029597	4413570
945	2031890	4411736
946	2034028	4409566
947	2036254	4407588
948	2038104	4404796
949	2040331	4402819
950	2042839	4401449
951	2044941	4399202
952	2047161	4397209
953	2049025	4394451
954	2051041	4392021
955	2053395	4390314
956	2055420	4387903
957	2057562	4385744
958	2060354	4384966
959	2062499	4382810
960	2064546	4380446
961	2067559	4380131
962	2069608	4377769
963	2072155	4376462
964	2074480	4374682
965	2076932	4373169
966	2079462	4371817
967	2081713	4369878
968	2084060	4368138
969	2086442	4366472
970	2088980	4365130
971	2090925	4362549
972	2092791	4359802
973	2094942	4357653
974	2097134	4355587
975	2097782	4350318
976	2100923	4350222
977	2103225	4348387
978	2105812	4347137
979	2108003	4345068
980	2110493	4343616
981	2113227	4342660
982	2115692	4341151
983	2117866	4339042
984	2119593	4336021
985	2121684	4333744
986	2123863	4331648
987	2126326	4330129
988	2128690	4328408
989	2131001	4326579
990	2133122	4324361
991	2135364	4322391
992	2137813	4320837
993	2140274	4319306
994	2142928	4318162
995	2144915	4315672
996	2147373	4314130
997	2149700	4312324
998	2151774	4310010
999	2154101	4308202
1000	2156023	4305586
1001	2158498	4304071
1002	2160860	4302331
1003	2162818	4299785
1004	2165206	4298096
1005	2167325	4295871
1006	2169268	4293299
1007	2171825	4291941
1008	2174262	4290342
1009	2176515	4288381
1010	2178947	4286771
1011	2180899	4284216
1012	2182542	4281058
1013	2185056	4279607
1014	2187199	4277429
1015	2189329	4275225
1016	2191968	4274016
1017	2194323	4272248
1018	2196807	4270731
1019	2198584	4267840
1020	2200804	4265809
1021	2203407	4264520
1022	2205512	4262266
1023	2207822	4260406
1024	2209847	4257997
1025	2211820	4255490
1026	2214266	4253892
1027	2216573	4252025
1028	2219703	4251736
1029	2222395	4250601
1030	2224290	4247940
1031	2226529	4245939
1032	2229496	4245324
1033	2231672	4243199
1034	2234009	4241380
1035	2236020	4238942
1036	2238319	4237049
1037	2240549	4235027
1038	2243113	4233633
1039	2245243	4231419
1040	2247422	4229299
1041	2249226	4226473
1042	2251304	4224163
1043	2253252	4221611
1044	2255509	4219638
1045	2258351	4218756
1046	2260185	4215990
1047	2262202	4213568
1048	2264714	4212066
1049	2267325	4210746
1050	2269809	4209189
1051	2272518	4208047
1052	2274806	4206123
1053	2277563	4205064
1054	2279989	4203393
1055	2282876	4202567
1056	2283355	4197313
1057	2285581	4195272
1058	2287949	4193493
1059	2290253	4191596
1060	2292386	4189384
1061	2294687	4187481
1062	2297460	4186435
1063	2299249	4183597
1064	2301699	4181960
1065	2303956	4179974
1066	2306185	4177934
1067	2308491	4176035
1068	2310410	4173435
1069	2312649	4171414
1070	2314807	4169247
1071	2317015	4167169
1072	2319155	4164969
1073	2321288	4162757
1074	2323677	4161003
1075	2326036	4159195
1076	2328121	4156896
1077	2330207	4154599
1078	2332480	4152635
1079	2335061	4151219
1080	2337455	4149469
1081	2339747	4147538
1082	2343028	4147355
1083	2345448	4145645
1084	2347586	4143435
1085	2350131	4141945
1086	2352318	4139820
1087	2354721	4138075
1088	2357403	4136820
1089	2359362	4134295
1090	2361501	4132086
1091	2363939	4130400
1092	2366142	4128302
1093	2369214	4127717
1094	2372310	4127169
1095	2374689	4125372
1096	2376941	4123353
1097	2379476	4121825
1098	2381368	4119183
1099	2383590	4117110
1100	2385416	4114355
1101	2387426	4111920
1102	2390125	4110669
1103	2392687	4109181
1104	2395237	4107670
1105	2397696	4106000
1106	2400604	4105099
1107	2403140	4103557
1108	2405809	4102240
1109	2408145	4100355
1110	2410184	4097964
1111	2412778	4096516
1112	2415073	4094557
1113	2416619	4091332
1114	2419064	4089629
1115	2421121	4087269
1116	2422905	4084450
1117	2425140	4082391
1118	2428274	4081844
1119	2430938	4080504
1120	2433085	4078293
1121	2435472	4076486
1122	2437827	4074623
1123	2439733	4072010
1124	2442746	4071244
1125	2445106	4069386
1126	2447810	4068100
1127	2450642	4067024
1128	2453156	4065416
1129	2456122	4064556
1130	2458371	4062508
1131	2461195	4061408
1132	2464110	4060453
1133	2465987	4057788
1134	2468315	4055865
1135	2470727	4054080
1136	2473239	4052458
1137	2476080	4051372
1138	2478165	4049047
1139	2480431	4047020
1140	2482871	4045275
1141	2485132	4043236
1142	2487572	4041488
1143	2490074	4039841
1144	2492770	4038506
1145	2494992	4036401
1146	2497176	4034234
1147	2499274	4031931
1148	2501505	4029840
1149	2503854	4027940
1150	2506248	4026111
1151	2508876	4024656
1152	2510693	4021899
1153	2513060	4020026
1154	2515295	4017939
1155	2517439	4015707
1156	2519764	4013764
1157	2521982	4011650
1158	2523809	4008914
1159	2526330	4007283
1160	2528679	4005376
1161	2531304	4003905
1162	2533779	4002194
1163	2535735	3999665
1164	2537688	3997131
1165	2540413	3995812
1166	2542488	3993472
1167	2544615	3991211
1168	2547406	3989992
1169	2549939	3988367
1170	2552127	3986200
1171	2554558	3984414
1172	2557118	3982827
1173	2559506	3980970
1174	2561862	3979063
1175	2564410	3977452
1176	2566718	3975469
1177	2568810	3973151
1178	2570888	3970813
1179	2572852	3968297
1180	2575691	3967131
1181	2577981	3965119
1182	2580518	3963485
1183	2583212	3962089
1184	2585452	3959996
1185	2586821	3956572
1186	2589642	3955368
1187	2591910	3953318
1188	2594059	3951086
1189	2596767	3949705
1190	2598992	3947588
1191	2601618	3946078
1192	2604568	3945059
1193	2607178	3943520
1194	2609154	3941024
1195	2611943	3939753
1196	2614382	3937954
1197	2616742	3936034
1198	2618992	3933949
1199	2621386	3932079
1200	2623918	3930415
1201	2625985	3928055
1202	2628219	3925943
1203	2630294	3923595
1204	2632650	3921665
1205	2634560	3919072
1206	2637384	3917838
1207	2639668	3915799
1208	2642157	3914064
1209	2644672	3912367
1210	2647063	3910484
1211	2649589	3908800
1212	2651698	3906500
1213	2654148	3904702
1214	2656309	3902479
1215	2658783	3900715
1216	2661204	3898872
1217	2664321	3898046
1218	2666549	3895918
1219	2669206	3894416
1220	2671519	3892409
1221	2674713	3891685
1222	2677203	3889935
1223	2679485	3887880
1224	2681924	3886054
1225	2684172	3883950
1226	2686704	3882255
1227	2689230	3880550
1228	2691651	3878693
1229	2694092	3876865
1230	2696392	3874832
1231	2698537	3872576
1232	2701189	3871048
1233	2703654	3869249
1234	2706259	3867650
1235	2708462	3865475
1236	2710330	3862822
1237	2712438	3860513
1238	2714563	3858229
1239	2716796	3856098
1240	2719019	3853952
1241	2721501	3852173
1242	2723561	3849796
1243	2726323	3848412
1244	2728233	3845823
1245	2730655	3843956
1246	2732912	3841857
1247	2735590	3840348
1248	2737394	3837612
1249	2739599	3835438
1250	2741523	3832873
1251	2744209	3831372
1252	2746857	3829816
1253	2749438	3828165
1254	2751741	3826126
1255	2753876	3823853
1256	2756253	3821916
1257	2758990	3820477
1258	2761477	3818690
1259	2763624	3816433
1260	2765968	3814447
1261	2768638	3812910
1262	2771111	3811101
1263	2774101	3809999
1264	2776624	3808255
1265	2778889	3806157
1266	2781447	3804458
1267	2784075	3802854
1268	2786652	3801179
1269	2789307	3799608
1270	2791523	3797438
1271	2793592	3795069
1272	2795696	3792747
1273	2797838	3790477
1274	2799978	3788206
1275	2802555	3786524
1276	2804919	3784554
1277	2807825	3783314
1278	2810736	3782077
1279	2812822	3779730
1280	2815346	3777971
1281	2817672	3775945
1282	2819986	3773902
1283	2822474	3772092
1284	2824431	3769571
1285	2826907	3767744
1286	2829494	3766063
1287	2831722	3763903
1288	2834031	3761852
1289	2836121	3759510
1290	2838827	3757982
1291	2842000	3757071
1292	2844608	3755411
1293	2847249	3753792
1294	2850032	3752359
1295	2852712	3750789
1296	2855105	3748839
1297	2857149	3746431
1298	2859431	3744335
1299	2862123	3742777
1300	2864218	3740436
1301	2866496	3738334
1302	2869433	3737090
1303	2871516	3734733
1304	2873995	3732890
1305	2876290	3730808
1306	2878697	3728871
1307	2880979	3726771
1308	2883183	3724570
1309	2886032	3723201
1310	2888122	3720853
1311	2890916	3719410
1312	2893441	3717620
1313	2895962	3715824
1314	2898910	3714572
1315	2900794	3711958
1316	2902799	3709500
1317	2904754	3706977
1318	2907234	3705126
1319	2910248	3703952
1320	2912239	3701476
1321	2915347	3700418
1322	2917752	3698466
1323	2920451	3696885
1324	2922491	3694470
1325	2924850	3692458
1326	2927028	3690217
1327	2929724	3688628
1328	2932345	3686944
1329	2934872	3685140
1330	2937419	3683361
1331	2940172	3681837
1332	2942279	3679504
1333	2944753	3677630
1334	2947307	3675855
1335	2949670	3673841
1336	2952298	3672156
1337	2955042	3670613
1338	2957709	3668973
1339	2960493	3667477
1340	2963206	3665890
1341	2965927	3664313
1342	2968366	3662384
1343	2970936	3660618
1344	2973490	3658830
1345	2977227	3658494
1346	2980025	3657002
1347	2982669	3655318
1348	2985299	3653616
1349	2987142	3650952
1350	2989680	3649135
1351	2991917	3646952
1352	2994651	3645374
1353	2996646	3642895
1354	2998702	3640491
1355	3001119	3638525
1356	3003486	3636497
1357	3005683	3634265
1358	3009203	3633629
1359	3011350	3631333
1360	3014009	3629656
1361	3016931	3628292
1362	3019261	3626214
1363	3021272	3623754
1364	3023492	3621545
1365	3026277	3620012
1366	3028920	3618307
1367	3031573	3616613
1368	3033983	3614629
1369	3036372	3612618
1370	3038115	3609839
1371	3040804	3608184
1372	3043272	3606267
1373	3045832	3604456
1374	3048441	3602703
1375	3051113	3601023
1376	3054053	3599657
1377	3056759	3598013
1378	3059141	3595988
1379	3061270	3593665
1380	3063981	3592024
1381	3067006	3590750
1382	3069543	3588902
1383	3072080	3587053
1384	3075192	3585874
1385	3077584	3583853
1386	3080113	3581992
1387	3082222	3579641
1388	3084519	3577510
1389	3087494	3576162
1390	3089870	3574120
1391	3091822	3571588
1392	3094220	3569570
1393	3096941	3567924
1394	3099337	3565904
1395	3101676	3563817
1396	3103848	3561537
1397	3106537	3559852
1398	3109675	3558677
1399	3112261	3556870
1400	3114991	3555226
1401	3117987	3553883
1402	3120249	3551702
1403	3123171	3550271
